name,picurl
Anna Kendrick,Anna_Kendrick_Cannes_2016_2.jpg
Arthur Kennedy,Brandon_deWilde_Arthur_Kennedy_Stage_67_1966.JPG
George Kennedy,George_Kennedy_1975.JPG
Deborah Kerr,Deborah_Kerr_in_colour_Allan_Warren.jpg
Nicole Kidman,Nicole_Kidman_Cannes_2017.jpg
Rinko Kikuchi,Rinko_Kikuchi_Berlinale_2015.jpg
Regina King,Regina_King_by_Gage_Skidmore.jpg
Ben Kingsley,Ben_Kingsley_by_Gage_Skidmore.jpg
Greg Kinnear,GregKinnearTIFFSept2012_(cropped).jpg
Vanessa Kirby,Vanessa_Kirby_2018.jpg
Sally Kirkland,Sally_Kirkland_2014_by_Photo_Brian_To.jpg
Kevin Kline,KevinKlineSept10TIFF.jpg
Shirley Knight,Shirley_Knight_1960s.JPG
Keira Knightley,KeiraKnightleyByAndreaRaffin2011_(cropped).jpg
Alexander Knox,Alexander_Knox.jpg
Susan Kohner,Imitation_of_Life-Susan_Kohner2.JPG
Jack Kruschen,Jack_Kruschen_1977.JPG
Diane Ladd,Diane_Ladd_en_%27Embryo%27.png
Christine Lahti,"Christine_Lahti_MFF_2016,_cropped.png"
Burt Lancaster,Burt_Lancaster_-_publicity_1947.JPG
Elsa Lanchester,ELSA-L.jpg
Martin Landau,Martin_Landau-Mission-1968.jpg
Diane Lane,Diane_Lane_(Berlin_Film_Festival_2011)_2.jpg
Hope Lange,Hope_Lange_1957.jpg
Jessica Lange,Jessica_Lange_(Cropped).JPG
Frank Langella,Frank_Langella_Deauville_2012.jpg
Angela Lansbury,Angela_Lansbury_(8356239174).jpg
Brie Larson,Captain_Marvel_trailer_at_the_National_Air_and_Space_Museum_4_(cropped).jpg
Queen Latifah,Queen_Latifah_2018.jpg
Charles Laughton,Charles_Laughton-publicity2.JPG
Piper Laurie,Piper_Laurie_1951-still.jpg
Jude Law,Jude_Law_-_Headshot.jpg
Jennifer Lawrence,Jennifer_Lawrence_in_2016.jpg
Eva Le Gallienne,"Eva_Le_Gallienne_(mnwp.275003,_cropped_restoration).jpg"
Cloris Leachman,Cloris_Leachman_1970.JPG
Heath Ledger,Heath_Ledger_(2).jpg
Peggy Lee,Peggy_Lee_1950.JPG
Andrea Leeds,Andrea_Leeds_ca._1930s.png
Janet Leigh,Janet_Leigh_1954_portrait.png
Jennifer Jason Leigh,Jennifer_Jason_Leigh_by_Gage_Skidmore.jpg
Vivien Leigh,Vivien_Leigh_Scarlet.jpg
Margaret Leighton,Margaret_Leighton_1959.JPG
Jack Lemmon,Jack_Lemmon_-_1968.jpg
Lotte Lenya,Lotte_Lenya.jpg
Melissa Leo,Melissa_Leo_at_the_2009_Tribeca_Film_Festival.jpg
Jared Leto,"Jared_Leto,_San_Diego_Comic_Con_2016_(2).jpg"
Juliette Lewis,Juliette_Lewis_by_David_Shankbone_(cropped).jpg
Laura Linney,Laura_Linney_Berlinale_2017.jpg
John Lithgow,John_Lithgow_at_Met_Opera_Opening_in_2008.jpg
Sondra Locke,Sondra_Locke_1968_press_photo.jpg
Gene Lockhart,Gene_Lockhart_in_Bridal_Suite_trailer.jpg
Robert Loggia,Robert_Loggia.jpg
Carole Lombard,Carole_Lombard_1940.jpg
Sophia Loren,Sophia_Loren_-_1959.jpg
Joan Lorring,Joan_Lorring_1946.JPG
Bessie Love,Bessie_Love_The_Blue_Book_of_the_Screen.jpg
Paul Lukas,Paul_Lukas_-_1950.jpg
Alfred Lunt,Portrait_of_Alfred_Lunt_LCCN2004663248.jpg
Ali MacGraw,Ali_MacGraw_-_1972.jpg
Shirley MacLaine,Shirley_MacLaine_-_1960.jpg
Aline MacMahon,Studio_publicity_Aline_MacMahon.jpg
William H. Macy,WilliamHMacyTIFFSept2012.jpg
Amy Madigan,Amy_Madigan_1989.jpg
Virginia Madsen,Virginia_Madsen_Oscars_2009.jpg
Anna Magnani,Magnani_Campo_de%27_fiori_2.png
Marjorie Main,Marjorie_Main.jpg
Karl Malden,Karl_Malden_-_autographed.jpg
Rami Malek,Rami_Malek_in_2015_(2)_(cropped).jpg
John Malkovich,John_Malkovich_at_a_screening_of_%22Casanova_Variations%22_in_January_2015.jpg
Dorothy Malone,DOrothyMalone.jpg
Joe Mantell,Joe_Mantell_Port_of_New_York_02.jpg
Lesley Manville,Leslie_Manville_(cropped).jpg
Rooney Mara,"Rooney_Mara_at_The_Discovery_premiere_during_day_2_of_the_2017_Sundance_Film_Festival_at_Eccles_Center_Theatre_on_January_20,_2017_in_Park_City,_Utah_(32088061480)_(cropped).jpg"
Fredric March,Fredric_March_face.jpg
John Marley,"John_Marley_(1968,_Faces).jpg"
Lee Marvin,Lee_marvin_1971.JPG
James Mason,James_Mason_Studio_Publicity.jpg
Marsha Mason,Marsha_Mason_(25323356757).jpg
Raymond Massey,Raymond_Massey_1961_(cropped).JPG
Marcello Mastroianni,Marcello_Mastroianni_02.jpg
Marlee Matlin,MarleeMatlinMay09crop.JPG
Walter Matthau,Walter_Matthau_-_1952.jpg
Rachel McAdams,Rachel_McAdams_2016.jpg
Mercedes McCambridge,Mercedes_McCambridge_-_1950.jpg
Melissa McCarthy,Melissa_McCarthy_in_2018_(cropped).jpg
Matthew McConaughey,Matthew_McConaughey_2019_(48648344772).jpg
Patty McCormack,1962_Peter_Fonda_Patty_McCormack_New_Breed_(cropped).jpg
Hattie McDaniel,Studio_publicity_Hattie_McDaniel.jpg
Mary McDonnell,Mary_McDonnell_Photo_Op_GalaxyCon_Raleigh_2019.jpg
Frances McDormand,Frances_McDormand_2015_(cropped).jpg
Elizabeth McGovern,Elizabeth_McGovern_2012.jpg
Dorothy McGuire,Studio_publicity_Dorothy_McGuire.jpg
Ian McKellen,SDCC13_-_Ian_McKellen.jpg
Victor McLaglen,Victor_McLaglen_in_The_Informer.jpg
Maggie McNamara,Studio_publicity_Maggie_McNamara.jpg
Steve McQueen,Steve-McQueen-1968_(cropped).jpg
Janet McTeer,Janet_McTeer_Berlin_2015.jpg
Kay Medford,Kay_Medford_1963.JPG
Adolphe Menjou,Adolphe_Menjou_1938.jpg
Vivien Merchant,Vivien_Merchant.png
Melina Mercouri,Melina_Mercouri.JPG
Burgess Meredith,Burgess_Meredith_1954.JPG
Una Merkel,Una_Merkel_-_still.JPG
Laurie Metcalf,LaurieMetcalfFeb08_cropped.jpg
Bette Midler,Bette_Midler_(18939287670)_(cropped).jpg
Sarah Miles,Sarah_Miles_in_1980_(cropped).jpg
Sylvia Miles,Sylvia_Miles_in_2007.jpg
Ray Milland,Ray_Milland_Markham_1959.JPG
John Mills,John_Mills_by_Gabi_Rona.jpg
Sal Mineo,Sal_mineo_Allan_Warren.jpg
Liza Minnelli,Liza_Minnelli_Publicity_1973.jpg
Helen Mirren,Helen_Mirren-2208_(cropped).jpg
Robert Mitchum,Robert_Mitchum_1949_(no_signature).jpg
Mo'Nique,Mo%27Nique_attending_the_82nd_Academy_Awards_2010.jpg
Fernanda Montenegro,Fernanda_Montenegro_em_2015_cropped.jpg
Ron Moody,Ron_Moody.jpg
Dudley Moore,Dudley_Moore_(cropped).jpg
Juanita Moore,Studio_publicity_Moore_Juanita.jpg
Julianne Moore,Julianne_Moore_(15011443428)_(2).jpg
Mary Tyler Moore,Mary_Tyler_Moore_2000_(1).jpg
Agnes Moorehead,Studio_publicity_Agnes_Moorehead.jpg
Rita Moreno,Rita_Moreno_2014.jpg
Frank Morgan,Frank_Morgan-publicity.JPG
Cathy Moriarty,"Cathy_Moriarty,_Jake_and_Vikki_LaMotta.jpg"
Pat Morita,Pat_Morita_1971_publicity_photo.jpg
Robert Morley,Robert_Morley_3_Allan_Warren.jpg
Chester Morris,Chester_Morris_pg234.jpg
Viggo Mortensen,Viggo_Mortensen_B_(2020).jpg
Samantha Morton,Samantha_Morton_Edinburgh_International_Film_Festival.png
Armin Mueller-Stahl,Armin_mueller-stahl.jpg
Carey Mulligan,Carey_Mulligan_-_2018_(45646489364)_(cropped).jpg
Paul Muni,Paul_Muni_-_Zola_-_1936.jpg
Eddie Murphy,Eddie_Murphy_by_David_Shankbone.jpg
Bill Murray,Bill_Murray-8882.jpg
J. Carrol Naish,J._Carrol_Naish_Life_With_Luigi_1950.JPG
Mildred Natwick,Mildred_Natwick_1947.JPG
Patricia Neal,Patricia_Neal_-_1952.jpg
Liam Neeson,Liam_Neeson_Deauville_2012.jpg
Ruth Negga,Ruth_Negga_(cropped2).jpg
Paul Newman,Paul_Newman_1954.JPG
Haing S. Ngor,Haing_S._Ngor.jpg
Jack Nicholson,Jack_Nicholson_2001.jpg
David Niven,David_Niven_4_Allan_Warren.jpg
Nick Nolte,Nick_Nolte_2008_(2544500287).jpg
Edward Norton,Ed_Norton_Shankbone_Metropolitan_Opera_2009.jpg
Lupita Nyong'o,SXSW_2019_4_(47282558132)_(cropped).jpg
Edmond O'Brien,EdmondOBrien.jpg
Arthur O'Connell,Arthur_O%27Connell_in_Bus_Stop_trailer_cropped.jpg
Dan O'Herlihy,Dan_O%27Herlihy_1955.JPG
Ryan O'Neal,Ryan_Oneal_-_1968.jpg
Tatum O'Neal,Tatum_O%27Neal_in_2019.jpg
Barbara O'Neil,Barbara_O%27Neil_in_Angel_Face_trailer.jpg
Peter O'Toole,Peter_O%27Toole_--_LOA_trailer.jpg
Jack Oakie,Jack_Oakie_1941.JPG
Merle Oberon,Merle_Oberon-publicity.JPG
Leslie Odom Jr.,Leslie_Odom_Jr._Philanthropy_Summit_2016_02.30_(cropped).jpg
Sophie Okonedo,SophieOkonedo08TIFF.jpg
Gary Oldman,Gary_Oldman_Cannes_2018.jpg
Lena Olin,Lena_Olin_in_2015.jpg
Edna May Oliver,Studio_publicity_Edna_May_Oliver.jpg
Edward James Olmos,Edward_James_Olmos_by_Gage_Skidmore.jpg
Nancy Olson,Nancy_Olson_Everett_Sloane_High_Tor_1956.jpg
Haley Joel Osment,Haley_Joel_Osment_TIFF_2014.jpg
Maria Ouspenskaya,Maria_Ouspenskaya_1937_(cropped).jpg
Clive Owen,Clive_Owen_(Children_of_men)_cropped.jpg
Al Pacino,Al_Pacino_2016_(30401544240).jpg
Elliot Page,Elliot_Page_2021.png
Geraldine Page,Geraldine_Page_1956_press_photo.jpg
Jack Palance,Jack_Palance_-_1954.jpg
Chazz Palminteri,Chazz_Palminteri_2011_Shankbone.JPG
Gwyneth Paltrow,GwynethPaltrowByAndreaRaffin2011.jpg
Anna Paquin,AnnaPaquinToronto2018.jpg
Eleanor Parker,ELEANORParker.jpg
Larry Parks,Larry_Parks_1950.jpg
Estelle Parsons,Estelle_Parsons_Love_American_Style_1973.JPG
Dev Patel,Dev_Patel_(29870651654).jpg
Marisa Pavan,Marisa_Pavan_Jean-Pierre_Aumont_1965.jpg
Katina Paxinou,Katinapaxinos.jpg
Gregory Peck,Peck_The_Valley_of_Decision.jpg
Sean Penn,Seanpenn1.jpg
Rosie Perez,Rosie_Perez_2012.jpg
Anthony Perkins,Anthony_Perkins_Psycho_Publicity_Photo_(cropped).jpg
Valerie Perrine,Valerie_Perrine_(1975).jpg
Joe Pesci,JoePesci-2009.jpg
Susan Peters,Susan_Peters_in_Keep_Your_Powder_Dry.jpg
Michelle Pfeiffer,Michelle_Pfeiffer_Ant-Man_%26_The_Wasp_premiere.jpg
Joaquin Phoenix,Joaquin_Phoenix_in_2018.jpg
River Phoenix,River_Phoenix.png
Mary Pickford,Mary_Pickford_cph.3c17995u.jpg
Walter Pidgeon,Perry-Mason-Pidgeon-1963.jpg
Rosamund Pike,MJK_10907_Rosamund_Pike_(Berlinale_2018)_(cropped).jpg
Brad Pitt,Brad_Pitt_2019_by_Glenn_Francis.jpg
Joan Plowright,Joan_Plowright_1960_(cropped).jpg
Christopher Plummer,Christopher_Plummer_1964.jpg
Sidney Poitier,Sidney_Poitier_1968.jpg
Natalie Portman,Natalie_Portman_(48470988352)_(cropped).jpg
Pete Postlethwaite,Pete_Postlethwaite.JPG
William Powell,William_Powell_by_Hurrell.jpg
Jonathan Pryce,Jonathan_Pryce_Cannes_2018.jpg
Florence Pugh,Florence_Pugh_in_2020_(1)_crop.jpg
Randy Quaid,Randy_Quaid_(cropped).jpg
Anthony Quayle,Anthony_Quayle-publicity.jpg
Kathleen Quinlan,Kathleen_Quinlan_1975.JPG
Anthony Quinn,Anthony_Quinn_publicity_photo_unknown_date_(cropped).jpg
Luise Rainer,Luise_Rainer_-_1941.jpg
Claude Rains,Claude_Rains_in_Now_Voyager_trailer.jpg
Marjorie Rambeau,Marjorie_Rambeau_1915.jpg
Charlotte Rampling,Charlotte_Rampling_2016.jpg
Anne Ramsey,Anne_Ramsey_at_1988_Academy_Awards.JPG
Basil Rathbone,Basil_Rathbone_in_Tovarich_trailer.jpg
Stephen Rea,Stephen_Rea.jpg
Robert Redford,Robert_Redford_(cropped).jpg
Lynn Redgrave,Lynn_Redgrave_1999.jpg
Michael Redgrave,Sir_Michael_Redgrave_portrait.jpg
Vanessa Redgrave,Vanessa_Redgrave_Cannes_2016.jpg
Joyce Redman,Joyce_Redman.jpg
Eddie Redmayne,Eddie_Redmayne_2016_(cropped).jpg
Donna Reed,DOnnaREed.jpg
John C. Reilly,John_C._Reilly_by_Gage_Skidmore.jpg
Lee Remick,"Lee_Ann_Remick,_London,_1974.jpg"
Jeremy Renner,Jeremy_Renner_by_Gage_Skidmore.jpg
Anne Revere,Studio_publicity_Anne_Revere.jpg
Burt Reynolds,Burt_Reynolds_1991_portrait_crop.jpg
Debbie Reynolds,Debbie_Reynolds_6_Allan_Warren.jpg
Beah Richards,Beah_Richards_Bill_Cosby_Show_1970_(cropped).JPG
Miranda Richardson,Stronger_PC_02_(37216444535).jpg
Thelma Ritter,Thelma_Ritter_-_All_About_Eve.jpg
Emmanuelle Riva,Emmanuelle_Riva_(1962).jpg
Jason Robards,Jason_Robards_1956_Obie_Awards_(cropped).jpg
Margot Robbie,Margot_Robbie_at_Somerset_House_in_2013_(cropped).jpg
Tim Robbins,TimRobbinsTIFFSept2012.jpg
Eric Roberts,Eric_Roberts_FSC_2015.jpg
Julia Roberts,Julia_Roberts_2011_Shankbone_3.JPG
Cliff Robertson,Cliffrobertson_(cropped).jpg
Flora Robson,Studio_publicity_Flora_Robson.jpg
May Robson,May_Robson_in_Broadway_to_Hollywood_trailer_(2).png
Sam Rockwell,Jojo_Rabbit_10_(48810047303).jpg
Ginger Rogers,Ginger_Rogers_-_Tender_Comrade.jpg
Howard Rollins,Howardrollinspiano.jpg
Saoirse Ronan,Saoirse_Ronan_at_BAFTA_2016_(1)_(cropped).jpg
Mickey Rooney,Mickey_Rooney_still.jpg
Diana Ross,Diana_Ross_1976.jpg
Katharine Ross,Katharine_Ross_1967_photo_with_cat.jpg
Tim Roth,Tim_Roth_by_Gage_Skidmore_2.jpg
Mickey Rourke,Mickey_Rourke_10_December_2010_(cropped).jpeg
Gena Rowlands,Gena_Rowlands_1968.jpg
Mercedes Ruehl,Mercedes-Ruehl-eh.jpg
Mark Ruffalo,Mark_Ruffalo_(36201774756)_(cropped).jpg
Geoffrey Rush,Geoffrey_Rush_Final_Portrait_Red_Carpet_Berlinale_2017_01_(cropped).jpg
Harold Russell,Harold_Russell_still.jpg
Rosalind Russell,RozRussell.jpg
Margaret Rutherford,Margaret_Rutherford.gif
Amy Ryan,Amy_Ryan_Gersh_NY_Official_1.31.13.jpg
Robert Ryan,Robert_Ryan_in_Naked_Spur.jpg
Mark Rylance,Mark_Rylance_Cannes_2016.jpg
Eva Marie Saint,Eva_Marie_Saint_1990.jpg
George Sanders,George_Sanders_Allan_Warren.jpg
Catalina Sandino Moreno,Catalina_Moreno.jpg
Chris Sarandon,Chris_Sarandon_by_Gage_Skidmore.jpg
Susan Sarandon,"Susan_Sarandon,_Festival_de_Sitges_2017_(cropped).jpg"
Telly Savalas,Telly_Savalas_Kojak_1973.JPG
Roy Scheider,Roy_Scheider_2007.jpg
Maximilian Schell,Maximilian_Schell_-_1970-1.jpg
Joseph Schildkraut,Joseph_Schildkraut_1953.jpg
Paul Scofield,Paul_Scofield_Allan_Warren.jpg
George C. Scott,George_C._Scott_-_publicity.JPG
Martha Scott,Martha_Scott_1942.JPG
Kristin Scott Thomas,Kristin_Scott_Thomas_Cabourg_2013.jpg
George Segal,George_Segal_-_1965.jpg
Peter Sellers,"Peter_Sellers_at_home_in_Belgravia,_London,_1973.jpg"
Chloë Sevigny,Chlo%C3%AB_Sevigny_Cannes_2019_(crop).jpg
Amanda Seyfried,Amanda_Seyfried_2019_by_Glenn_Francis.jpg
Michael Shannon,MichaelShannon_(cropped).jpg
Omar Sharif,Omar_Sharif_1963.JPG
Norma Shearer,Shearer-n_riptide_1934.jpg
Sam Shepard,Sam_Shepard_Stealth_cropped.JPG
Talia Shire,Talia_Shire_1976_edit.JPG
Anne Shirley,Anne_of_Avonlea--frontispiece.jpg
Elisabeth Shue,Elisabeth_Shue_at_the_2009_Tribeca_Film_Festival_2.jpg
Gabourey Sidibe,Precious_Gabourey_Sidibe_(48711376562).jpg
Sylvia Sidney,Sylvia_Sidney_-_still.jpg
Simone Signoret,Simone_signoret_photo.jpg
J. K. Simmons,JK_Simmons_2009.jpg
Jean Simmons,Studio_publicity_Jean_Simmons.jpg
Frank Sinatra,Frank_Sinatra_(1957_studio_portrait_close-up).jpg
Gary Sinise,Gary_Sinise_2011_(cropped).jpg
Lilia Skala,Lilia_Skala.jpg
Maggie Smith,Dame_Maggie_Smith-cropped.jpg
Will Smith,TechCrunch_Disrupt_2019_(48834434641)_(cropped).jpg
Carrie Snodgress,CarrieSnodgress.jpg
Gale Sondergaard,Studio_publicity_Gale_Sondergaard.jpg
Mira Sorvino,MiraSorvino07TIFF.jpg
Ann Sothern,Ann_Sothern_1960.JPG
Sissy Spacek,Sissy_Spacek_by_David_Shankbone_(cropped).jpg
Kevin Spacey,"Kevin_Spacey,_May_2013.jpg"
Octavia Spencer,%22Hidden_Figures%22_Screening_at_the_White_House_(NHQ201612150008)_(cropped).jpg
June Squibb,June_Squibb_at_Art_Directors_Guild_18th_Award_Show.jpg
Robert Stack,Robert_Stack_-_still.jpg
Sylvester Stallone,Sylvester_Stallone_Cannes_2019.jpg
Terence Stamp,Terence_Stamp.2794.jpg
Lakeith Stanfield,Keith_Stanfield_by_Gage_Skidmore.jpg
Kim Stanley,Kim_Stanley.jpg
Barbara Stanwyck,BarbaraS39.jpg
Imelda Staunton,"Imelda_Staunton,_October_2019.jpg"
Mary Steenburgen,MarySteenburgenDec09.jpg
Hailee Steinfeld,Hailee_Steinfeld_by_Gage_Skidmore.jpg
James Stephenson,James_Stephenson_in_The_Letter_trailer.jpg
Jan Sterling,Jan_Sterling_MS152.jpg
James Stewart,"Annex_-_Stewart,_James_(Call_Northside_777)_01.jpg"
Dean Stockwell,Dean_Stockwell_(1965).jpg
Emma Stone,Emma_Stone_at_Maniac_UK_premiere_(cropped).jpg
Lewis Stone,Lewis_Stone_Photoplay_Feb_1923.jpg
Sharon Stone,Sharon_Stone_(33374127422)_(cropped).jpg
Beatrice Straight,Beatrice_Straight.jpg
Lee Strasberg,Lee_Strasberg-1976.jpg
David Strathairn,David_Strathairn_(5974348391).jpg
Meryl Streep,Meryl_Streep_December_2018.jpg
Barbra Streisand,Barbra_Streisand_with_Francis_Collins_and_Anthony_Fauci_(27806589237)_(cropped).jpg
Erich von Stroheim,Stroheim_Harcourt_1946.jpg
Gloria Stuart,Gloria_Stuart_by_Frank_Powolny.jpg
Margaret Sullavan,Studio_publicity_Margaret_Sullavan.jpg
Hilary Swank,Hilary_Swank_at_28th_Tokyo_International_Film_Festival.jpg
Gloria Swanson,Gloria_Swanson_1941.jpg
Tilda Swinton,Viennale_2018_Suspiria_15_Tilda_Swinton_(cropped).jpg
Russ Tamblyn,Russ_Tamblyn_1955_photo.png
Akim Tamiroff,Akim_Tamiroff_1964.jpg
Jessica Tandy,Jessica_Tandy_Publicity_Photo.jpg
Elizabeth Taylor,"Elizabeth_Taylor,_late_1950s.jpg"
Charlize Theron,Charlize-theron-IMG_6045.jpg
Emma Thompson,Emma_Thompson_at_2013_TIFF_1_(cropped).jpg
Billy Bob Thornton,Billy_Bob_Thornton_2017_(cropped).jpg
Uma Thurman,Uma_Thurman_Cannes_2017_(cropped).jpg
Lawrence Tibbett,Lawrence_Tibbett_1943.jpg
Gene Tierney,Studio_publicity_Gene_Tierney.jpg
Jennifer Tilly,"Jennifer_Tilly_@_New_York_Comic_Con_2021,_by_Chris_Roth_(3)_-_cropped.jpg"
Meg Tilly,"Meg_Tilly,_2013_(cropped).jpg"
Richard Todd,Richard_Todd_-_1959.jpg
Marisa Tomei,Marisa_Tomei_(82155)_(cropped).jpg
Lily Tomlin,Lily_Tomlin_in_2014.jpg
Franchot Tone,Franchot_Tone_in_Mutiny_on_the_Bounty_trailer.jpg
Rip Torn,Rip_Torn_%2794_crop.jpg
Lee Tracy,The-Front-Page-1928-4.jpg
Spencer Tracy,Spencer_tracy_state_of_the_union.jpg
Henry Travers,HenryTraversTheBellsofSaintMarysTrailerScreenshot1945.jpg
John Travolta,John_Travolta_Cannes_2018_(cropped).jpg
Claire Trevor,Claire_Trevor-still.jpg
Massimo Troisi,Troisi.jpg
Stanley Tucci,Stanley_Tucci_2017_Berlinale.jpg
Tom Tully,Tom_Tully_-_Lady_in_the_Lake_(1947).jpg
Kathleen Turner,Kathleen_Turner_(8689689518)_cropped.jpg
Lana Turner,Lana_Turner_still.JPG
Susan Tyrrell,Susan_Tyrrell_1970.jpg
Cicely Tyson,Cicely_Tyson.jpg
Liv Ullmann,Liv_Ullmann_2014.jpg
Miyoshi Umeki,Miyoshi_Umeki.jpg
Mary Ure,MaryUre.jpg
Peter Ustinov,Sir_Peter_Ustinov_Allan_Warren.jpg
Brenda Vaccaro,Brenda_Vaccaro.JPG
Jo Van Fleet,Jo_Van_Fleet_in_East_of_Eden_trailer_2.jpg
Robert Vaughn,Robert_Vaughn_David_McCallum_Man_from_UNCLE_1966-2.jpg
Alicia Vikander,Alicia_Vikander_-_Tokyo_International_Film_Festival_2019_(49013506278)_(cropped).jpg
Max von Sydow,Max_von_Sydow_Cannes_2016.jpg
Mark Wahlberg,Mark_Wahlberg_2017.jpg
Christopher Walken,Christopher_Walken_2018.jpg
Quvenzhané Wallis,Quvenzhan%C3%A9_Wallis_2013.jpg
Julie Walters,Julie_Walters_2014_(cropped).jpg
Christoph Waltz,Christoph_Waltz_Viennale_2017_f_(cropped).jpg
Jack Warden,Jack_Warden.jpg
H. B. Warner,H_B_Warner_-_Jun_1919_FF.jpg
Lesley Ann Warren,Lesleywarren2009.jpg
Denzel Washington,Denzel_Washington_2018.jpg
Ken Watanabe,Ken_Watanabe_2007_(cropped).jpg
Ethel Waters,Ethel_Waters_-_1943.jpg
Sam Waterston,Sam_Waterston_at_PaleyFest_2013.jpg
Emily Watson,Emily_Watson_(25831419375)_cropped.jpg
Lucile Watson,Lucile_Watson_1953.JPG
Naomi Watts,Naomi_Watts_(36037832511)_(cropped).jpg
John Wayne,John_Wayne_-_still_portrait.jpg
Jacki Weaver,Jacki_Weaver_-_Flickr_-_Eva_Rinaldi_Celebrity_and_Live_Music_Photographer_(1).jpg
Sigourney Weaver,Sigourney_Weaver_by_Gage_Skidmore_4.jpg
Clifton Webb,Cliftonwebb.jpg
Rachel Weisz,Rachel_Weisz_(48471890602)_(cropped).jpg
Tuesday Weld,Tuesday_Weld_circa_1960.JPG
Orson Welles,Orson_Welles_1937.jpg
Oskar Werner,USIS_-_Oskar_Werner_1.jpg
Forest Whitaker,Forest_Whitaker_by_Gage_Skidmore.jpg
Stuart Whitman,Stuart_Whitman_in_The_Longest_Day_(publicity_still).jpg
James Whitmore,James_Whitmore.jpg
May Whitty,Dame_May_Whitty.jpg
Richard Widmark,Richard_Widmark_-_1973.jpg
Dianne Wiest,Dianne_Wiest_2009_(cropped).jpg
Jack Wild,"Serie._Jack_Wild_(Dodger_in_film_Oliver)_tijdens_persconferentie_in_bioscoop_D,_Bestanddeelnr_921-8847_(cropped).jpg"
Cornel Wilde,Cornel_Wilde_in_1946.jpg
Gene Wilder,Gene_Wilder_1970.JPG
Tom Wilkinson,Tom_Wilkinson_TIFF_2016.jpg
Cara Williams,Cara_Williams.JPG
Robin Williams,Robin_Williams_Happy_Feet_premiere.jpg
Chill Wills,Chill_Wills_-_1941.jpg
Paul Winfield,Paul_Winfield_Mark_Slade_High_Chaparral_1969_(cropped).JPG
Oprah Winfrey,Oprah_in_2014.jpg
Debra Winger,Debrawinger1984.jpg
Mare Winningham,Mare_Winningham_2012.jpg
Kate Winslet,Kate_Winslet_at_the_2017_Toronto_International_Film_Festival_(cropped).jpg
Shelley Winters,Studio_publicity_Shelley_Winters.jpg
Reese Witherspoon,Reese_Witherspoon_at_TIFF_2014.jpg
Natalie Wood,Natalie_Wood_Allan_Warren.jpg
Peggy Wood,Portrait_of_Peggy_Wood.jpg
Alfre Woodard,Alfre_Woodard_VES3125_1.jpg
James Woods,James_Woods_2015.jpg
Joanne Woodward,Joanne_Woodward_1971.jpg
Monty Woolley,Monty_Wooley_1949.JPG
Teresa Wright,Teresa_Wright1953.jpg
Margaret Wycherly,Margaret_Wycherly_-_Jun_1923_Shadowland.jpg
Jane Wyman,JAneWyman.jpg
Ed Wynn,Ed_Wynn_All_Star_Revue.JPG
Diana Wynyard,Diana_Wynyard_Argentinean_Magazine_AD.jpg
Steven Yeun,Steven_Yeun_2016.jpg
Susannah York,Susannah_York.JPG
Burt Young,Burt-Young.jpg
Gig Young,Gig_Young_-_1953.jpg
Loretta Young,LORETTAYoung.jpg
Roland Young,Roland_Young_in_Topper_Takes_a_Trip_trailer.jpg
Youn Yuh-jung,Youn_Yuh-jung_in_December_2016.jpg
Renée Zellweger,Ren%C3%A9e_Zellweger_Berlinale_2010_(cropped).jpg
Catherine Zeta-Jones,Catherine_Zeta-Jones_VF_2012_Shankbone.jpg
